Identifiant_de_l_etablissement,Type_etablissement,Statut_public_prive,Type_contrat_prive,Nom_etablissement,Adresse_1,Adresse_2,Adresse_3,Code_postal,Code_commune,Nom_commune,Code_departement,Libelle_departement,Code_academie,Libelle_academie,Code_region,Libelle_region,Ecole_maternelle,Ecole_elementaire,Voie_generale,Voie_technologique,Voie_professionnelle,Telephone,Fax,Web,Mail,Restauration,Hebergement,ULIS,Lycee_des_metiers,Apprentissage,Segpa,Post_BAC,Section_arts,Section_cinema,Section_theatre,Section_sport,Section_internationale,Section_europeenne,Lycee_Agricole,Lycee_militaire,Nombre_d_eleves,GRETA,SIREN_SIRET,Fiche_onisep,Appartenance_Education_Prioritaire,coordX_origine,coordY_origine,epsg_origine,nom_circonscription,latitude,longitude,position,precision_localisation,date_ouverture,date_maj_ligne,etat,ministere_tutelle,multi_uai,rpi_concentre,rpi_disperse,code_nature,libelle_nature
0760296J,Ecole,Public,SANS OBJET,Ecole maternelle Guillaume Lion,25 rue des Augustins ,,76000 ROUEN,76000,76540,Rouen,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235711846,,,ce.0760296J@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,128.0,,21760540100124,,,562092.8,6928125.7,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.4376271116883,1.0990982019078843,"49.4376271116883,1.0990982019078843",Numéro de rue,1966-11-09,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0760435K,Ecole,Public,SANS OBJET,Ecole maternelle Jean Macé,4 bis rue Jeanne d'Arc ,,76420 BIHOREL,76420,76095,Bihorel,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235601461,,,ce.0760435K@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,70.0,,21760095600023,,,563428.5,6929925.6,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.45408748701148,1.1169108253996916,"49.45408748701148,1.1169108253996916",Numéro de rue,1966-11-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0760436L,Ecole,Public,SANS OBJET,Ecole élémentaire Larpin,41 rue du Docteur Caron ,,76420 BIHOREL,76420,76095,Bihorel,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235600693,,,ce.0760436L@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,128.0,,21760095600031,,,563367.1,6930327.3,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.45768371327048,1.1159324134202873,"49.457683713270484,1.1159324134202873",Numéro de rue,1966-11-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0760441S,Ecole,Public,SANS OBJET,Ecole maternelle Germaine Coty,1770 rue de la Haie ,,76230 BOIS GUILLAUME,76230,76108,Bois-Guillaume,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235122486,,,ce.0760441S@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,128.0,,21760108700067,,,563604.6,6931770.8,EPSG:2154,Circonscription d'inspection du 1er degré de Bois-Guillaume,49.47070474720556,1.1187319853799895,"49.47070474720556,1.1187319853799895",Numéro de rue,1966-11-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0760442T,Ecole,Public,SANS OBJET,Ecole élémentaire les Portes de la Forêt,Place des Erables ,,76230 BOIS GUILLAUME,76230,76108,Bois-Guillaume,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235599868,,,ce.0760442T@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,250.0,,21760108700117,,,563198.1,6932826.7,EPSG:2154,Circonscription d'inspection du 1er degré de Bois-Guillaume,49.48010493188402,1.112779351705723,"49.48010493188402,1.112779351705723",Numéro de rue,1966-11-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0760443U,Ecole,Public,SANS OBJET,Ecole élémentaire François Codet,1900 rue de la Haie ,,76230 BOIS GUILLAUME,76230,76108,Bois-Guillaume,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235122487,,,ce.0760443U@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,234.0,,21760108700059,,,563656.5,6931828.0,EPSG:2154,Circonscription d'inspection du 1er degré de Bois-Guillaume,49.471229807691465,1.1194287725550458,"49.471229807691465,1.1194287725550458",Numéro de rue,1966-11-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0760444V,Ecole,Public,SANS OBJET,Ecole élémentaire Georges Bernanos,416 rue du Carmel ,,76230 BOIS GUILLAUME,76230,76108,Bois-Guillaume,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235719949,,,ce.0760444V@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,132.0,,21760108700026,,,562483.2,6930251.3,EPSG:2154,Circonscription d'inspection du 1er degré de Bois-Guillaume,49.45681068619589,1.1037739121144343,"49.45681068619589,1.1037739121144343",Numéro de rue,1966-11-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0760463R,Ecole,Public,SANS OBJET,Ecole primaire Joseph Hemery,Route de la Vallée ,,76160 ST MARTIN DU VIVIER,76160,76617,Saint-Martin-du-Vivier,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235610959,,,ce.0760463R@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,95.0,,21760617700020,,,566687.9,6931222.5,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.466430827532825,1.1614196879882832,"49.466430827532825,1.1614196879882832",Numéro de rue,1966-11-24,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0760878S,Ecole,Public,SANS OBJET,Ecole primaire Pierre Curie,Rue Gaston Boulet Bapeaume ,,76380 CANTELEU,76380,76157,Canteleu,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235363661,,,ce.0760878S@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,161.0,,21760157400031,,,558397.3,6930134.7,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.45486813034277,1.0474956110127145,"49.45486813034277,1.0474956110127143",Numéro de rue,1966-12-23,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761083P,Ecole,Public,SANS OBJET,Ecole maternelle Gustave Flaubert,21 avenue de Versailles ,,76380 CANTELEU,76380,76157,Canteleu,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235362887,,,ce.0761083P@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,97.0,,21760157400130,,REP,557237.7,6929228.4,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.44646619157462,1.0318243542535044,"49.44646619157462,1.0318243542535044",Numéro de rue,1966-12-16,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761086T,Ecole,Public,SANS OBJET,Ecole maternelle Guy de Maupassant,Avenue du Président Allende ,,76380 CANTELEU,76380,76157,Canteleu,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235362833,,,ce.0761086T@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,123.0,,21760157400114,,REP,557533.7,6929600.3,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.44987400079696,1.0357759247532508,"49.44987400079696,1.0357759247532508",Numéro de rue,1966-12-16,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761089W,Ecole,Public,SANS OBJET,Ecole Elémentaire Village,11  ROUTE DE DUCLAIR ,,76380 CANTELEU,76380,76157,Canteleu,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235362670,,,ce.0761089W@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,111.0,,21760157400080,,,556789.0,6928565.5,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.44040926312967,1.025869413305029,"49.440409263129666,1.025869413305029",Numéro de rue,1966-12-16,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761094B,Ecole,Public,SANS OBJET,Ecole maternelle Jean Picart Ledoux,Route de Dieppe ,,76770 LE HOULME,76770,76366,Le Houlme,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235745755,,,ce.0761094B@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,104.0,,21760366100042,,,557974.5,6935808.8,EPSG:2154,Circonscription d'inspection du 1er degré de Bois-Guillaume,49.50575488716813,1.039726287067308,"49.50575488716813,1.039726287067308",Numéro de rue,1966-12-16,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761099G,Ecole,Public,SANS OBJET,Ecole maternelle Olivier Miannay,7 rue du Docteur Leroy ,,76770 MALAUNAY,76770,76402,Malaunay,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235740164,,,ce.0761099G@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,141.0,,21760402400026,,,557793.2,6937929.0,EPSG:2154,Circonscription d'inspection du 1er degré de Bois-Guillaume,49.52476330280415,1.0364974406513157,"49.524763302804146,1.0364974406513157",Numéro de rue,1966-12-16,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761186B,Ecole,Public,SANS OBJET,Ecole primaire Maurice Genevoix,56 rue Saint Antonin ,,76113 HAUTOT SUR SEINE,76113,76350,Hautot-sur-Seine,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235349046,,,ce.0761186B@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,42.0,,21760350500025,,,552715.6,6919609.8,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.35901024398439,0.972911411263031,"49.35901024398439,0.972911411263031",Numéro de rue,1966-12-12,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761201T,Ecole,Public,SANS OBJET,Ecole primaire Franck Innocent,Place Maurice Alexandre ,,76113 SAHURS,76113,76550,Sahurs,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235346632,,,ce.0761201T@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,120.0,,21760550000024,,,550591.3,6919657.9,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.35894878452108,0.9436703640583284,"49.358948784521075,0.9436703640583283",Numéro de rue,1966-12-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761202U,Ecole,Public,SANS OBJET,Ecole primaire Louis Pergaud,9 route de Sahurs ,,76113 ST PIERRE DE MANNEVILLE,76113,76634,Saint-Pierre-de-Manneville,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235346220,,,ce.0761202U@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,94.0,,21760634200020,,,549843.3,6923264.0,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.39117604972687,0.9320807672825896,"49.39117604972687,0.9320807672825897",Numéro de rue,1966-12-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761203V,Ecole,Public,SANS OBJET,Ecole primaire Cavelier de La Salle, LE BOURG,,76380 VAL DE LA HAYE,76380,76717,Val-de-la-Haye,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235320995,,,ce.0761203V@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,65.0,,21760717500023,,,554909.5,6921739.0,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.37864525802788,1.0023520774433028,"49.37864525802788,1.0023520774433028",Ville,1966-12-13,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761310L,Ecole,Public,SANS OBJET,Ecole maternelle René Coty,Allée Coty ,,76420 BIHOREL,76420,76095,Bihorel,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235601436,,,ce.0761310L@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,100.0,,21760095600064,,,564318.2,6930736.1,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.46156013285726,1.128908909600464,"49.46156013285726,1.128908909600464",Numéro de rue,1968-09-26,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761466F,Ecole,Public,SANS OBJET,Ecole élémentaire André Malraux,222 rue Victor Hugo ,,76480 DUCLAIR,76480,76222,Duclair,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235375123,,,ce.0761466F@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,232.0,,21760222600045,,,546322.7,6933840.1,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.48536166935122,0.8797088937790495,"49.48536166935122,0.8797088937790495",Numéro de rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761469J,Ecole,Public,SANS OBJET,Ecole primaire Jean Mermoz,Rue des Ecoles ,,76480 ANNEVILLE AMBOURVILLE,76480,76020,Anneville-Ambourville,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235375878,,,ce.0761469J@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,128.0,,21760020400028,,,546485.1,6931337.5,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.462916400932016,0.8828740058805306,"49.462916400932016,0.8828740058805306",Rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761470K,Ecole,Public,SANS OBJET,Ecole primaire,Rue de l'Ecole ,,76480 BARDOUVILLE,76480,76056,Bardouville,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235370706,,,ce.0761470K@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,70.0,,21760056800026,,,549621.6,6928201.6,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.4354889718213,0.9272444069009586,"49.4354889718213,0.9272444069009586",Rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761471L,Ecole,Public,SANS OBJET,Ecole primaire François Hulin,Rue du Village ,,76480 BERVILLE SUR SEINE,76480,76088,Berville-sur-Seine,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235375726,,,ce.0761471L@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,80.0,,21760088100023,,,547692.5,6932366.6,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.47245217455052,0.8991398791886555,"49.47245217455052,0.8991398791886555",Rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761472M,Ecole,Public,SANS OBJET,Ecole élémentaire Denise Carpentier, LE BOURG,,76480 EPINAY SUR DUCLAIR,76480,76237,Epinay-sur-Duclair,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235376329,,,ce.0761472M@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,60.0,,21760237400027,,,543181.4,6938214.0,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.52389098363032,0.8347353732576572,"49.523890983630324,0.8347353732576572",Ville,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761473N,Ecole,Public,SANS OBJET,Ecole élémentaire Jean Ferrat,Rue du Stade ,,76840 HENOUVILLE,76840,76354,Hénouville,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235321122,,,ce.0761473N@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,81.0,,21760354700027,,,552078.7,6932962.2,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.47883706010367,0.9594015288472564,"49.478837060103665,0.9594015288472565",Numéro de rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761479V,Ecole,Public,SANS OBJET,Ecole primaire les Abeilles,1140 route du Manoir ,,76480 LE MESNIL SOUS JUMIEGES,76480,76436,Le Mesnil-sous-Jumièges,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235370911,,,ce.0761479V@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,49.0,,21760436200020,,,544566.8,6925720.4,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.41198325313917,0.858531962772296,"49.41198325313917,0.858531962772296",Numéro de rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761480W,Ecole,Public,SANS OBJET,Ecole primaire,5 rue de la Rivière Bourdet ,,76840 QUEVILLON,76840,76513,Quevillon,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235349805,,,ce.0761480W@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,46.0,,21760513800023,,,551446.3,6926313.3,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.41895026025898,0.9530585620437558,"49.41895026025898,0.9530585620437558",Numéro de rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761483Z,Ecole,Public,SANS OBJET,Ecole élémentaire Raymond Basile, LE BOURG,,76480 ST PAER,76480,76631,Saint-Paër,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235378225,,,ce.0761483Z@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,106.0,,21760631800038,,,546524.4,6937318.7,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.51666261574802,0.8812028978283777,"49.51666261574802,0.8812028978283777",Ville,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761487D,Ecole,Public,SANS OBJET,Ecole élémentaire Germaine Coty,Rue des Ecoles ,,76480 ST PIERRE DE VARENGEVILLE,76480,76636,Saint-Pierre-de-Varengeville,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235375259,,,ce.0761487D@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,162.0,,21760636700035,,,550145.2,6935420.6,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.50047241777668,0.9318526365926624,"49.50047241777668,0.9318526365926623",Rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761489F,Ecole,Public,SANS OBJET,Ecole élémentaire Commandant Cousteau,Route de Saint Wandrille ,,76480 STE MARGUERITE SUR DUCLAIR,76480,76608,Sainte-Marguerite-sur-Duclair,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235378442,,,ce.0761489F@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,143.0,,21760608600023,,,540981.6,6937397.8,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.51601260570513,0.8046905298570339,"49.51601260570513,0.8046905298570339",Rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761494L,Ecole,Public,SANS OBJET,Ecole maternelle Guy de Maupassant,1180 rue du Maréchal Gallieni ,,76580 LE TRAIT,76580,76709,Le Trait,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235379294,,,ce.0761494L@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,54.0,,21760709200038,,,540084.4,6935276.7,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.49673221820947,0.7931289631507923,"49.49673221820947,0.7931289631507923",Numéro de rue,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761501U,Ecole,Public,SANS OBJET,Ecole primaire, LE VILLAGE,,76530 YVILLE SUR SEINE,76530,76759,Yville-sur-Seine,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,1.0,,,,0235376957,,,ce.0761501U@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,44.0,,21760759700028,,,546212.0,6924338.1,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.39996202950922,0.8816984142421311,"49.39996202950922,0.8816984142421311",Ville,1966-12-07,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761651G,Ecole,Public,SANS OBJET,Ecole élémentaire Pierre et Marie Curie,4 rue Lavoisier ,,76580 LE TRAIT,76580,76709,Le Trait,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235372235,,,ce.0761651G@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,80.0,,21760709200046,,,541720.0,6932884.5,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.47564912858993,0.8166016509765178,"49.47564912858993,0.8166016509765178",Numéro de rue,1967-10-11,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761761B,Ecole,Public,SANS OBJET,Ecole maternelle André Malraux,Chemin du Catel ,,76480 DUCLAIR,76480,76222,Duclair,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235375190,,,ce.0761761B@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,155.0,,21760222600037,,,546161.4,6933704.2,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.484101758761845,0.8775348904868365,"49.484101758761845,0.8775348904868365",Rue,1969-09-25,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761897Z,Ecole,Public,SANS OBJET,Ecole élémentaire Jean-Philippe Rameau,6 bis rue Jean Philippe Rameau ,,76000 ROUEN,76000,76540,Rouen,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235601826,,,ce.0761897Z@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,163.0,,21760540100538,,REP+,565295.0,6929476.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.45044675155325,1.1427828509507825,"49.450446751553244,1.1427828509507825",Numéro de rue,1970-05-11,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0761933N,Ecole,Public,SANS OBJET,Ecole maternelle Claude Debussy,53 rue Gaston Veyssière ,,76000 ROUEN,76000,76540,Rouen,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235601119,,,ce.0761933N@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,113.0,,21760540100694,,REP+,564935.9,6928880.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.4450154322546,1.138027397487788,"49.4450154322546,1.1380273974877881",Numéro de rue,1970-09-04,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0761934P,Ecole,Public,SANS OBJET,Ecole maternelle Jean-Philippe Rameau,82 rue Michel Richard Delalande ,,76000 ROUEN,76000,76540,Rouen,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235601906,,,ce.0761934P@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,113.0,,21760540100264,,REP+,565306.3,6929420.2,EPSG:2154,Circonscription d'inspection du 1er degré de Rouen Nord,49.44994595693864,1.1429567445696656,"49.44994595693864,1.1429567445696656",Numéro de rue,1970-09-04,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0762057Y,Ecole,Public,SANS OBJET,Ecole maternelle Claude Monet,Rue Joseph Delattre ,,76380 CANTELEU,76380,76157,Canteleu,76,Seine-Maritime,21,Rouen,28,Normandie,1.0,0.0,,,,0235360687,,,ce.0762057Y@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,138.0,,21760157400056,,REP,557481.6,6930045.4,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.45386161883719,1.03490521380302,"49.45386161883719,1.03490521380302",Numéro de rue,1971-06-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,101,ECOLE MATERNELLE
0762067J,Ecole,Public,SANS OBJET,Ecole élémentaire Gustave Flaubert,76 rue Pierre Leroux ,,76580 LE TRAIT,76580,76709,Le Trait,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235372124,,,ce.0762067J@ac-rouen.fr,1.0,0.0,0.0,,,,,,,,,,,,,92.0,,21760709200079,,,541445.7,6933036.9,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.47695010081547,0.8127615267667624,"49.47695010081547,0.8127615267667624",Numéro de rue,1971-06-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
0762068K,Ecole,Public,SANS OBJET,Ecole élémentaire Guy de Maupasssant,1180 rue Gallieni ,,76580 LE TRAIT,76580,76709,Le Trait,76,Seine-Maritime,21,Rouen,28,Normandie,0.0,1.0,,,,0235372119,,,ce.0762068K@ac-rouen.fr,1.0,0.0,1.0,,,,,,,,,,,,,111.0,,21760709200020,,,540084.4,6935276.7,EPSG:2154,Circonscription d'inspection du 1er degré de Canteleu,49.49673221820947,0.7931289631507923,"49.49673221820947,0.7931289631507923",Numéro de rue,1971-06-15,2019-09-11,OUVERT,MINISTERE DE L'EDUCATION NATIONALE,0,0.0,,151,ECOLE DE NIVEAU ELEMENTAIRE
